БЕЛГОРОДСКАЯ ЗЕРНОВАЯ КОМПАНИЯ (ЗАО);(47242) 4-95-25, 4-95-40
«ЧУТЫРСКИЙ» КОЛХОЗ;(34134) 4-62-62, 4-61-31
«ШИДЕ» ООО;(34136) 3-54-25, 3-54-26
«ЭНЕРГИЯ» ООО;"(912) 762-25-45; (34147) 2-26-27"
«ЭРИК» КОЛХОЗ;(34136) 3-45-37
«ЮГДОН» ЗАО;(34136) 6-31-32
«ЮГДОН» КОЛХОЗ;(34139) 7-21-19
«ЮГДОН» КОЛХОЗ;(34138) 3-21-36
«ЮЖНЫЙ» ООО;(34141) 2-27-53, 2-46-15
«ЮРИНО» ООО;(34147) 7-61-35
«ЮРИНО» ООО;(34147) 2-48-10, 7-61-10, 7-61-35
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ В.И.ЛЕНИНА;(84235) 9-37-10, 9-37-32
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ ГАЯ;(84233) 2-41-17
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ ГИМОВА (ООО);(84244) 5-54-37, 5-54-22
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ ДЗЕРЖИНСКОГО;(84253) 4-51-41
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ КАЛИНИНА;(84243) 5-92-10, 5-92-19
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ КРУПСКОЙ;(84230) 4-72-23
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ Н.К.КРУПСКОЙ;(84235) 9-16-77
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ ЧАПАЕВА;(84230) 7-21-20
СУРСКИЙ ФИЛИАЛ ООО «МОРДОВЗЕР-НОРЕСУРС»;(84242) 2-19-59, 2-10-46
«1 МАЯ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84235) 9-61-41, 9-61-39
«12 лет ОКТЯБРЯ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84231) 2-18-35
«40 лет ОКТЯБРЯ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84231) 4-22-48
«АГРО РУСИЧ» ОАО;(84235) 5-11-05, 2-71-27
«АГРО-ГУЛЮШЕВО» ООО;(84242) 5-51-25
«АГРО-КУНДЮКОВСКОЕ» ООО;(84245) 3-41-17
«АГРО-ЛЮКС» ООО;(84230) 7-11-33
«АГРО-НЕПТУН» ООО;(84238) 3-11-36
«АГРОАЛЬЯНС» ООО;(84244) 3-93-42
«АГРОИНВЕСТ» ООО;(84239) 2-20-17
«АГРО» СЕЛЬХОЗПРЕДПРИЯТИЕ;(84247) 2-13-64
«АЛГА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84231) 3-41-25, 2-49-75
«АЛГА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84253) 3-41-41
«АРГАШСКОЕ» ООО;(84241) 7-55-10
«АРТОС» КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО;(84247) 2-32-28
«БАЛТИЙСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84237) 3-01-21
«БАРАНОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ (ООО);(84247) 3-82-10
«БАХТЕЕВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84249) 3-31-31, 2-13-47
«БЕЛОЗЕРСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84246) 7-21-40
«БОРИСОВСКОЕ» ООО;(84241) 2-59-12
«БУИНЦЕВ» КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО;"(84246) 9-73-45; (927) 631-99-85"
«БУТУРЛИНСКОЕ» ООО;(84242) 5-41-18, 5-41-10
«ВАЛЬДЕВАТОВСКОЕ» ООО;"(84246) 2-21-75; (927) 813-31-64"
«ВЕКТОР» ООО;(84237) 3-12-15
«ВЕРНЫЙ ПУТЬ» ООО;(84243) 5-02-66
«ВЕСНА» ООО. ООО «СП ВИСМОС»;(84244) 4-52-40, 4-52-32
«ВОЗРОЖДЕНИЕ» ООО;(84244) 2-12-22, 4-06-33
«ВОЗРОЖДЕНИЕ» ООО;(84238) 3-41-10
«ВОЗРОЖДЕНИЕ» ООО;(84231) 5-91-30
«ВОЗРОЖДЕНИЕ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84233) 2-31-22, 2-31-32
«ВОЛГА-АГРО» ООО;(84239) 4-03-22
«ВОЛГА» ООО;(84231) 5-31-34
«ВОЛГА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84245) 2-12-33, 2-02-33
«ВОЛГА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84230) 2-21-45
«ВОЛЖАНКА» СЕЛЬХОЗПРЕДПРИЯТИЕ (ООО);(84254) 6-13-87
«ВОЛОДИНО» КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО;(84238) 3-71-10, 3-71-42
«ВОЛЫНЩИКОВ Н.Н.» ТОВАРИЩЕСТВО ФЕРМЕРСКИХ ХОЗЯЙСТВ;(84244) 4-74-73
«ВОСТОК» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84232) 2-12-39
«ВОСХОД» ООО;(84247) 2-23-69
«ВОСХОД» ООО;(927) 801-64-78
«ВЯЗОВО-ГАЙСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84249) 2-13-48, 4-41-47
«ГАФУРОВ Р.А.» ИНДИВИДУАЛЬНОЕ ПРЕДПРИЯТИЕ;(84249) 3-66-15
«ГУБИН» КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО;(84246) 3-32-21
«ДВОРЦОВЫЙ РЯД» АПК;(84239) 2-20-02
«ДВОРЯНСКАЯ» АГРОФИРМА (ООО);(84239) 2-28-06
«ДЕДЮКИНА Г.Н.» ИНДИВИДУАЛЬНОЕ ПРЕДПРИЯТИЕ;(84241) 2-59-22
«ДИВНЫЙ-НЕФТЬ» СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ (ОАО);(84235) 9-47-10
«ДРУЖБА» ООО;(84245) 2-10-13
«ДРУЖБА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84231) 4-41-38
«ДРУЖБА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84242) 4-41-10
«ДУБЕНКИ» ТОВАРИЩЕСТВО ФЕРМЕРСКИХ ХОЗЯЙСТВ;(84244) 5-72-35
«ЕВЛЕЙСКИЙ» ООО;(927) 827-80-17
«ЕДЕЛЕВСКИЙ» ООО;(927) 630-19-88
«ЕДИНСТВО» ООО;(84237) 4-21-21
«ЕЛХОВСКАЯ» ПТИЦЕФАБРИКА (ООО);(84253) 3-11-22
«ЖДАМИРОВСКОЕ» ООО;(84242) 4-31-42
«ЖИВАЙКИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84253) 4-21-44
«ЗАВОЛЖЬЕ-40? ООО;"(84231) 2-19-34; (8422) 42-99-20"
«ЗАГАРИНСКОЕ» ОАО;(84253) 2-30-05
«ЗАРЯ» АГРОФИРМА (ОАО);(927) 271-45-48
«ЗАРЯ» ООО;(84242) 3-21-48
«ЗАРЯ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84231) 2-13-46, 3-51-43
«ЗЕРНО» ООО;(84239) 2-14-04
«ЗОЛОТАЯ НИВА» ООО;(84238) 3-31-10
«ИВУШКА» ООО;(84239) 2-20-07
«ИРЕК» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84235) 9-44-96
«ИСКРА» КОЛХОЗ;(927) 825-46-36
«ИСКРА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84230) 4-72-83
«ИСКРА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84233) 2-51-22
«ИСКРА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84253) 4-81-41, 4-81-44
«ИСКРА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84246) 2-39-91
«КАЛИТА» ООО;(927) 824-35-31
«КАМЕННЫЙ КЛЮЧ» ООО;(84248) 3-21-28
«КАРЛИНСКОЕ» КООПЕРАТИВНОЕ ПРЕДПРИЯТИЕ;(84244) 2-19-90, 5-67-42
«КАРСУНСКИЙ» КОЛЛЕКТИВНОЕ СЕЛЬХОЗПРЕДПРИЯТИЕ;"(84246) 2-32-08; (908) 480-29-45"
«КАСЫМОВ Ю.Р.» КРЕСТЬЯНСКОЕ ХОЗЯЙСТВО;(84249) 4-11-42
«КИВАТСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(927) 801-61-72
«КИСЕЛЕВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84253) 4-31-23
«КЛИН» ООО;(927) 812-42-11
«КНЯЖУХА» ООО;(84242) 4-11-10
«КОЗЛОВО» ТОВАРИЩЕСТВО ФЕРМЕРСКИХ ХОЗЯЙСТВ;(84244) 3-75-07
«КОЛОК» ООО;(927) 272-86-28
«КОЛОС» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84248) 4-11-40
«КОЛОС» СЕЛЬХОЗКООПЕРАТИВ (ООО);(84244) 2-33-12, 5-22-16
«КОЛОС» СЕЛЬХОЗПРЕДПРИЯТИЕ (ООО);(84238) 3-51-34
«КОРЖЕВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84241) 7-75-10
«КРАСНАЯ ЗВЕЗДА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84239) 2-20-10
«КРАСНАЯ ЗВЕЗДА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ (ООО);"(84255) 5-12-32; (84254) 5-12-50"
«КРАСНОЯРСКОЕ» ООО;(927) 630-90-24
«КРУПЯНЩИК-АГРО» ЗАО;(84238) 3-62-30
«КУЗНЕЦОВ М.Е.» КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО;(84233) 2-33-71
«КЫЗЫЛ-СУ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84230) 2-26-08, 4-22-39
«ЛАВА 1? ООО;(84244) 5-22-21
«ЛАВИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84242) 5-61-10, 5-62-36
«ЛЕСНАЯ НИВА» ООО;(84230) 2-22-23
«ЛЕСОМАТЮНИНСКОЕ» ООО;(84237) 3-81-15
«ЛУГОВОЕ» ООО;(902) 120-34-09
«ЛУЧ» ООО;(927) 811-54-06
«ЛУЧ» ООО;(84237) 4-11-21, 4-11-42
«ЛУЧ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84253) 5-41-17
«МАГНИТ» ООО;(84231) 2-25-47, 4-83-33
«МАЯК» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84242) 5-21-10, 5-21-16
«МАЯК» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84241) 7-46-42
«МАЯК» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84235) 9-65-22
«МЕЧТА» ООО;(84242) 3-97-27
«МОСТЯК» ООО;(84249) 3-14-32
«МУРАТОВСКОЕ» ООО;(927) 811-54-02
«МУХАМЕДОВ» ФЕРМЕРСКОЕ ХОЗЯЙСТВО;(84249) 4-81-42
«НАДЕЖДА» ООО;(84244) 4-31-10
«НАДЕЖДА» ООО;(927) 813-81-14
«НАДЕЖДА» ООО;(84230) 7-54-48
«НАША РОДИНА» ООО;(84247) 2-11-67, 2-15-63
«НИВА» ООО;(84232) 4-31-39
«НИВА» ООО;(84232) 4-31-39
«НИВА» ООО;(84239) 2-12-43
«НИКОЛАЕВСКАЯ» ПТИЦЕВОДЧЕСКАЯ ФАБРИКА (ООО);"(8422) 76-09-47; (84247) 2-19-83"
«НИКОЛЬСКИЙ ФЕРМЕР» ООО;(84235) 9-11-19
«НИКОЛЬСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(927) 815-25-91
«НОВАЯ ЖИЗНЬ» ООО;(84245) 3-21-38
«НОВАЯ ЖИЗНЬ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84237) 4-32-98
«НОВОАННЕНКОВСКАЯ» ГУП. УЛЬЯНОВСКИЙ НИИ СЕЛЬСКОГО ХОЗЯЙСТВА;(84244) 4-73-45
«НОВОНИКУЛИНСКОЕ» ОПХ. УЛЬЯНОВСКИЙ НИИ СЕЛЬСКОГО ХОЗЯЙСТВА;(8422) 44-11-85
«НОВОСЕЛЬСКОЕ» ООО;(84233) 2-39-22
«НОВОТИМЕРСЯНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84245) 3-81-31
«НОВЫЙ МИР» ООО;(960) 361-37-89
«ОКТЯБРЬСКИЙ» ПЛЕМЕННОЙ КОНЕЗАВОД;(84237) 4-81-21
«ОРЕХОВСКАЯ» АГРОФИРМА;(84239) 2-20-09
«ПАМЯТЬ КУЙБЫШЕВА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84245) 2-15-02
«ПАНЦИРЕВСКАЯ» ПТИЦЕФАБРИКА;(84241) 2-59-22, 6-21-21
«ПАЩИРЕВСКОЕ» ООО;(84241) 6-21-35
«ПЕГАС» ООО;(84247) 2-21-67, 2-34-36
«ПЕРСОНАЛ» ООО;(84243) 2-22-81, 2-18-80
«ПЛАМЯ РЕВОЛЮЦИИ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84253) 4-91-33
«По ЗАВЕТАМ ЛЕНИНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84248) 3-41-86
«ПОБЕДА» ООО;(84247) 3-05-30, 2-22-75
«ПОБЕДА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84245) 3-54-31
«ПОБЕДА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84239) 2-20-11
«ПОВОЛЖСКАЯ АГРОКОМПАНИЯ» ООО;(84243) 5-46-44
«ПОЛБИНО» ООО;(84244) 5-34-42
«ПРАСКОВЬИНСКОЕ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84247) 4-51-82
«ПРИВОЛЖСКОЕ» АГРОФИРМА (ОАО);(84230) 7-62-37
«ПУТЬ к КОММУНИЗМУ» КОЛХОЗ;(84231) 3-21-10
«РАССВЕТ» ООО;(84242) 3-31-10
«РАССВЕТ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84230) 7-71-45
«РЕП» ООО;(84231) 5-24-91
«РОДИНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84230) 2-21-73
«РОДИНА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84243) 5-70-99, 5-71-30
«РОДНИКИ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84245) 4-91-10, 4-91-85
«РОДНИК» КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО;"(84246) 6-41-46; (927) 805-88-45"
«РОДНИК» ООО;(84247) 2-34-01, 3-31-18
«РОСАГРО» ООО;(927) 826-11-46
«РОСТМАСЛОАГРО» ООО;(8422) 37-33-95
«РОЩИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84237) 3-25-31, 3-25-32
«РУМИ» ООО;(8422) 21-50-62
«РУСКАНТЕМИРА» ООО;"(84232) 2-19-75; (910) 399-15-95"
«САД» ООО;(84238) 2-27-87, 3-23-45
«САЛИХОВ» КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО;(908) 475-45-64
«САХОАГРО» ООО;(8422) 34-84-19
«САХО» ООО;(84240) 5-61-40
«СВЕТЛЫЙ Н» ООО;(84238) 2-11-59
«СВИЯГА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84237) 4-42-42, 4-42-21
«СВИЯЖСКОЕ» ООО;(84245) 4-81-31
«СИМБИРСК БРОЙЛЕР» ООО;(84235) 9-86-06
«СИМБИРСКАЯ» ПТИЦЕВОДЧЕСКАЯ ФАБРИКА (ООО);"(84254) 5-12-00; (8422) 55-13-89"
«СИМБИРСКИЙ БЕКОН» ООО. ХОЛДИНГ «ТАЛИНА» (ЗАО);(8422) 32-26-36, 65-17-68
«СМЫШЛЯЕВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84237) 4-32-41, 4-32-21
«СТАРОМАЙНСКОЕ» ОАО;(84230) 7-33-39, 7-33-66
«СТОГОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84237) 4-91-17
«СТРОЙПЛАСТМАСС-АГРОПРОДУКТ» ООО;(84254) 2-29-79
«СТРЫЙСКИЙ» СЕЛЬХОЗПРЕДПРИЯТИЕ;(84241) 5-42-32
«СУРА» КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО;"(84246) 9-35-45; (927) 634-89-63"
«СУРА» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84241) 2-59-43
«ТАГАЙСКАЯ» ПТИЦЕФАБРИКА (ООО);"(84244) 3-76-46; (8422) 44-36-79"
«ТЕРЕШАНСКОЕ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84247) 4-01-24
«ТЕТЮШСКОЕ» ЗАО;(84254) 2-10-97, 3-81-33
«ТРУСЛЕЙСКОЕ» ООО;(84241) 2-59-27
«УЛЬЯНОВСКАГРО» ООО;(927) 633-93-71
«УЛЬЯНОВСКАЯ НИВА» ООО. УЛЬЯНОВСКАЯ ГОСУДАРСТВЕННАЯ СЕЛЬСКОХОЗЯЙСТВЕННАЯ АКАДЕМИЯ;(84231) 5-17-34
«УЛЬЯНОВСКАЯ» ОПЫТНАЯ СТАНЦИЯ по ВЫРАЩИВАНИЮ КАРТОФЕЛЯ. УЛЬЯНОВСКИЙ НИИ СЕЛЬСКОГО ХОЗЯЙСТВА;(84254) 2-17-87
«УЛЬЯНОВСКАЯ» ПТИЦЕВОДЧЕСКАЯ ФАБРИКА (ООО);(8422) 79-05-22
«УЛЬЯНОВСКМЯСОМОЛПРОМ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(960) 364-44-74
«ФЕДЕРАЦИЯ» АПК (ООО);(84241) 6-91-22
«ФИЛИППОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84235) 9-44-48
«ХЛЕБОРОБ-1» ЗАО;(84235) 7-89-80
«ХЛЕБОРОБ», ООО;+7 842 546-17-41
«ХМЕЛЕВСКОЕ» ООО;(84235) 9-33-74
«ХОДОВ Р.Ш.» ИНДИВИДУАЛЬНОЕ ПРЕДПРИЯТИЕ;(84253) 3-41-44
«ЦЕНТР» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84249) 2-13-34, 2-13-44
«ЦЫПОЧКА из УЛЬЯНОВСКА» ООО;"(84232) 3-16-93; (906) 393-23-54; (927) 809-75-10"
«ЧЕБОТАЕВКА» ООО;(84242) 3-97-10
«ЧЕРЕМУШКИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84241) 7-22-42
«ЧЕРНОРЕЧЕНСКОЕ» ООО;(84243) 7-21-16
«ЧЕРТАНОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84237) 4-65-33
«ЧУМАКИНСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84241) 7-75-93
«ШАХОВСКИЕ ПОЛЯНЫ» ООО;(927) 809-72-13
«ШИЛОВСКИЙ» СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ;(84233) 2-34-22
«ЩЕЕВЩИНСКОЕ» ООО;(84242) 4-21-46
«ЮГРА» ООО;(84237) 4-51-60
«ЯФАРОВ Р.Я.» КРЕСТЬЯНСКО-ФЕРМЕРСКОЕ ХОЗЯЙСТВО;(84249) 4-24-20
АГЕНТСТВО по ПЧЕЛОВОДСТВУ;(8352) 52-73-30
АГРОФИРМА ИМЕНИ ЛЕНИНА (ОАО);(83532) 3-60-04
ВУРНАРСКАЯ ИНКУБАТОРНО-ПТИЦЕВОДЧЕСКАЯ СТАНЦИЯ (ОАО);(83537) 2-53-44, 2-56-41
КОЛХОЗ ИМЕНИ ИЛЬИЧА;(83538) 2-72-37
КОЛХОЗ ИМЕНИ КИРОВА;(83538) 2-77-37
КОЛХОЗ ИМЕНИ КУЙБЫШЕВА;(83540) 2-12-30, 2-13-27
КОЛХОЗ ИМЕНИ ЛЕНИНА;(83538) 2-70-24
КОЛХОЗ ИМЕНИ ЛЕНИНА;(83540) 2-77-30, 2-77-38
КОЛХОЗ ИМЕНИ СВЕРДЛОВА;(83540) 2-78-83, 2-78-37
КОМСОМОЛЬСКАЯ СОРТОИСПЫТАТЕЛЬНАЯ СТАНЦИЯ;(83539) 3-02-12
ООО ИМЕНИ А.НИКОЛАЕВА;(83542) 3-52-18
ПЛЕМЕННОЙ КОНЕЗАВОД ИМЕНИ В.И.ЧАПАЕВА (ОАО);(83547) 6-22-21, 6-22-43, 6-22-18
ПЛЕМЗАВОД ИМЕНИ Е.АНДРЕЕВА;(83541) 2-17-51, 2-11-97
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ В.И.ЧАПАЕВА;(83541) 6-12-96
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ ИЛЬИЧА;(83541) 2-16-21
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ К.МАРКСА;(83537) 2-58-68
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ К.МАРКСА;(83549) 4-72-41, 4-73-06
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ КАЛИНИНА;(83538) 2-46-37
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ КИРОВА;(83533) 6-47-10, 6-77-18
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ КРУПСКОЙ;(83533) 6-02-20
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ ЛЕНИНА;(83536) 4-82-30
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ ЛЕНИНА;(83541) 2-14-11, 2-14-21
СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПРОИЗВОДСТВЕННЫЙ КООПЕРАТИВ ИМЕНИ ЛЕНИНА;(83543) 2-15-00, 2-15-09, 2-10-45
